State,Year,Indicator,Value
WV,2015,Psychostimulants with abuse potential (T43.6),51
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",496
WV,2015,"Opioids (T40.0-T40.4,T40.6)",611
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",400
WV,2015,Psychostimulants with abuse potential (T43.6),50
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",500
WV,2015,Methadone (T40.3),37
WV,2015,"Opioids (T40.0-T40.4,T40.6)",614
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",416
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",479
WV,2015,"Opioids (T40.0-T40.4,T40.6)",599
WV,2015,Psychostimulants with abuse potential (T43.6),49
WV,2015,Methadone (T40.3),39
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",414
WV,2015,"Opioids (T40.0-T40.4,T40.6)",609
WV,2015,Psychostimulants with abuse potential (T43.6),51
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",493
WV,2015,Methadone (T40.3),37
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",412
WV,2015,"Opioids (T40.0-T40.4,T40.6)",634
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",386
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",512
WV,2015,Methadone (T40.3),31
WV,2015,Psychostimulants with abuse potential (T43.6),67
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",514
WV,2015,Psychostimulants with abuse potential (T43.6),63
WV,2015,"Opioids (T40.0-T40.4,T40.6)",637
WV,2015,Number of Deaths,"22,365"
WV,2015,Methadone (T40.3),31
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",394
WV,2015,"Opioids (T40.0-T40.4,T40.6)",612
WV,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",499
WV,2015,Psychostimulants with abuse potential (T43.6),56
WV,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",397
WV,2015,Methadone (T40.3),29
WV,2016,"Synthetic opioids, excl. methadone and rehabilitory compounds",432
WV,2016,Cocaine,152
WV,2016,Other natural & semi-synthetic opioids,361
WV,2016,Psychostimulants with abuse potential (T43.6),66
WV,2016,Methadone (T40.3),30
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",374
WV,2017,Heroin ,261
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",539
WV,2016,"Opioids (T40.0-T40.4,T40.6)",653
WV,2016,Psychostimulants with abuse potential (T43.6),82
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",575
WV,2016,Methadone (T40.3),31
WV,2016,"Opioids (T40.0-T40.4,T40.6)",696
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",365
WV,2016,Number of Deaths,"21,990"
WV,2016,Psychostimulants with abuse potential (T43.6),115
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",344
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",641
WV,2016,Number of Drug Overdose Deaths,879
WV,2016,Methadone (T40.3),28
WV,2016,"Opioids (T40.0-T40.4,T40.6)",734
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",386
WV,2016,Methadone (T40.3),31
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",542
WV,2016,Psychostimulants with abuse potential (T43.6),70
WV,2016,"Opioids (T40.0-T40.4,T40.6)",653
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",522
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",379
WV,2016,Methadone (T40.3),30
WV,2016,"Opioids (T40.0-T40.4,T40.6)",631
WV,2016,Psychostimulants with abuse potential (T43.6),68
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",573
WV,2016,Psychostimulants with abuse potential (T43.6),78
WV,2016,"Opioids (T40.0-T40.4,T40.6)",691
WV,2016,Methadone (T40.3),32
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",375
WV,2016,Psychostimulants with abuse potential (T43.6),71
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",566
WV,2016,Methadone (T40.3),29
WV,2016,"Opioids (T40.0-T40.4,T40.6)",682
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",373
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",544
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",380
WV,2016,Methadone (T40.3),29
WV,2016,Psychostimulants with abuse potential (T43.6),66
WV,2016,"Opioids (T40.0-T40.4,T40.6)",658
WV,2016,Psychostimulants with abuse potential (T43.6),64
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",550
WV,2016,Methadone (T40.3),29
WV,2016,"Opioids (T40.0-T40.4,T40.6)",662
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",370
WV,2016,Psychostimulants with abuse potential (T43.6),97
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",615
WV,2016,Methadone (T40.3),32
WV,2016,"Opioids (T40.0-T40.4,T40.6)",714
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",348
WV,2016,Psychostimulants with abuse potential (T43.6),87
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",588
WV,2016,"Opioids (T40.0-T40.4,T40.6)",689
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",352
WV,2016,Methadone (T40.3),31
WV,2016,Psychostimulants with abuse potential (T43.6),85
WV,2016,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",597
WV,2016,Methadone (T40.3),31
WV,2016,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",368
WV,2016,"Opioids (T40.0-T40.4,T40.6)",709
WV,2017,Cocaine,204
WV,2017,Psychostimulants with abuse potential (T43.6),164
WV,2017,"Opioids (T40.0-T40.4,T40.6)",821
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",754
WV,2017,Other natural & semi-synthetic opioids,324
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",335
WV,2017,"Synthetic opioids, excl. methadone and rehabilitory compounds",646
WV,2017,Methadone (T40.3),29
WV,2018,Heroin ,251
WV,2017,Number of Drug Overdose Deaths,"1,027"
WV,2017,"Opioids (T40.0-T40.4,T40.6)",874
WV,2017,Psychostimulants with abuse potential (T43.6),199
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",828
WV,2017,Methadone (T40.3),33
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",332
WV,2017,Psychostimulants with abuse potential (T43.6),236
WV,2017,"Opioids (T40.0-T40.4,T40.6)",860
WV,2017,Number of Deaths,"22,562"
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",309
WV,2017,Methadone (T40.3),36
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",824
WV,2017,Psychostimulants with abuse potential (T43.6),128
WV,2017,"Opioids (T40.0-T40.4,T40.6)",778
WV,2017,Methadone (T40.3),27
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",337
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",696
WV,2017,Psychostimulants with abuse potential (T43.6),122
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",675
WV,2017,Methadone (T40.3),27
WV,2017,"Opioids (T40.0-T40.4,T40.6)",761
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",343
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",816
WV,2017,"Opioids (T40.0-T40.4,T40.6)",869
WV,2017,Methadone (T40.3),29
WV,2017,Psychostimulants with abuse potential (T43.6),186
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",336
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",336
WV,2017,Psychostimulants with abuse potential (T43.6),175
WV,2017,"Opioids (T40.0-T40.4,T40.6)",849
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",793
WV,2017,Methadone (T40.3),28
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",717
WV,2017,Psychostimulants with abuse potential (T43.6),146
WV,2017,"Opioids (T40.0-T40.4,T40.6)",791
WV,2017,Methadone (T40.3),28
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",329
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",340
WV,2017,Psychostimulants with abuse potential (T43.6),170
WV,2017,"Opioids (T40.0-T40.4,T40.6)",840
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",777
WV,2017,Methadone (T40.3),30
WV,2017,Psychostimulants with abuse potential (T43.6),224
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",825
WV,2017,Methadone (T40.3),34
WV,2017,"Opioids (T40.0-T40.4,T40.6)",859
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",312
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",827
WV,2017,Psychostimulants with abuse potential (T43.6),217
WV,2017,"Opioids (T40.0-T40.4,T40.6)",867
WV,2017,Methadone (T40.3),34
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",315
WV,2017,"Opioids (T40.0-T40.4,T40.6)",855
WV,2017,Psychostimulants with abuse potential (T43.6),205
WV,2017,Methadone (T40.3),34
WV,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",318
WV,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",812
WV,2018,Methadone (T40.3),36
WV,2018,Other natural & semi-synthetic opioids,272
WV,2018,Psychostimulants with abuse potential (T43.6),260
WV,2018,"Synthetic opioids, excl. methadone and rehabilitory compounds",620
WV,2018,"Opioids (T40.0-T40.4,T40.6)",772
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",284
WV,2019,Heroin ,199
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",746
WV,2018,Cocaine,198
WV,2018,"Opioids (T40.0-T40.4,T40.6)",761
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",255
WV,2018,Psychostimulants with abuse potential (T43.6),317
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",739
WV,2018,Methadone (T40.3),31
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",705
WV,2018,Methadone (T40.3),28
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",238
WV,2018,Psychostimulants with abuse potential (T43.6),332
WV,2018,"Opioids (T40.0-T40.4,T40.6)",730
WV,2018,Psychostimulants with abuse potential (T43.6),252
WV,2018,Methadone (T40.3),37
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",771
WV,2018,Number of Drug Overdose Deaths,942
WV,2018,"Opioids (T40.0-T40.4,T40.6)",804
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",290
WV,2018,Psychostimulants with abuse potential (T43.6),245
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",794
WV,2018,Methadone (T40.3),37
WV,2018,"Opioids (T40.0-T40.4,T40.6)",831
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299
WV,2018,Psychostimulants with abuse potential (T43.6),303
WV,2018,Methadone (T40.3),33
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",252
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",722
WV,2018,"Opioids (T40.0-T40.4,T40.6)",744
WV,2018,Psychostimulants with abuse potential (T43.6),289
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268
WV,2018,"Opioids (T40.0-T40.4,T40.6)",764
WV,2018,Methadone (T40.3),36
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",737
WV,2018,Methadone (T40.3),37
WV,2018,Psychostimulants with abuse potential (T43.6),255
WV,2018,"Opioids (T40.0-T40.4,T40.6)",795
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",766
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",290
WV,2018,Psychostimulants with abuse potential (T43.6),273
WV,2018,Methadone (T40.3),34
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",737
WV,2018,"Opioids (T40.0-T40.4,T40.6)",764
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",272
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",722
WV,2018,Psychostimulants with abuse potential (T43.6),336
WV,2018,Methadone (T40.3),26
WV,2018,"Opioids (T40.0-T40.4,T40.6)",748
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",248
WV,2018,Methadone (T40.3),28
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",739
WV,2018,Psychostimulants with abuse potential (T43.6),337
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",252
WV,2018,"Opioids (T40.0-T40.4,T40.6)",765
WV,2018,Psychostimulants with abuse potential (T43.6),331
WV,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",749
WV,2018,Methadone (T40.3),30
WV,2018,"Opioids (T40.0-T40.4,T40.6)",771
WV,2018,Number of Deaths,"23,165"
WV,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",253
WV,2019,Methadone (T40.3),20
WV,2019,"Opioids (T40.0-T40.4,T40.6)",704
WV,2020,Heroin ,161
WV,2019,Psychostimulants with abuse potential (T43.6),344
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",215
WV,2019,"Synthetic opioids, excl. methadone and rehabilitory compounds",573
WV,2019,Other natural & semi-synthetic opioids,220
WV,2019,Cocaine,163
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",683
WV,2019,Methadone (T40.3),15
WV,2019,Psychostimulants with abuse potential (T43.6),351
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",194
WV,2019,"Opioids (T40.0-T40.4,T40.6)",656
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",635
WV,2019,Methadone (T40.3),12
WV,2019,Number of Deaths,"22,897"
WV,2019,Psychostimulants with abuse potential (T43.6),393
WV,2019,"Opioids (T40.0-T40.4,T40.6)",665
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",650
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",179
WV,2019,Psychostimulants with abuse potential (T43.6),335
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",231
WV,2019,Methadone (T40.3),24
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",690
WV,2019,"Opioids (T40.0-T40.4,T40.6)",713
WV,2019,Number of Drug Overdose Deaths,887
WV,2019,Psychostimulants with abuse potential (T43.6),336
WV,2019,Methadone (T40.3),27
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",708
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",241
WV,2019,"Opioids (T40.0-T40.4,T40.6)",730
WV,2019,"Opioids (T40.0-T40.4,T40.6)",669
WV,2019,Psychostimulants with abuse potential (T43.6),346
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",202
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",646
WV,2019,Methadone (T40.3),18
WV,2019,"Opioids (T40.0-T40.4,T40.6)",669
WV,2019,Psychostimulants with abuse potential (T43.6),339
WV,2019,Methadone (T40.3),18
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",201
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",644
WV,2019,Psychostimulants with abuse potential (T43.6),341
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",679
WV,2019,Methadone (T40.3),23
WV,2019,"Opioids (T40.0-T40.4,T40.6)",702
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",219
WV,2019,Psychostimulants with abuse potential (T43.6),344
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",666
WV,2019,Methadone (T40.3),19
WV,2019,"Opioids (T40.0-T40.4,T40.6)",690
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",213
WV,2019,Psychostimulants with abuse potential (T43.6),380
WV,2019,Methadone (T40.3),15
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",646
WV,2019,"Opioids (T40.0-T40.4,T40.6)",662
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",178
WV,2019,Psychostimulants with abuse potential (T43.6),368
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",173
WV,2019,"Opioids (T40.0-T40.4,T40.6)",643
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",625
WV,2019,Methadone (T40.3),14
WV,2019,Psychostimulants with abuse potential (T43.6),352
WV,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",183
WV,2019,Methadone (T40.3),14
WV,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",626
WV,2019,"Opioids (T40.0-T40.4,T40.6)",647
WV,2020,Psychostimulants with abuse potential (T43.6),441
WV,2020,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,052"
WV,2020,"Opioids (T40.0-T40.4,T40.6)",720
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",706
WV,2021,Heroin ,141
WV,2020,Other natural & semi-synthetic opioids,283
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193
WV,2020,Methadone (T40.3),17
WV,2020,Cocaine,140
WV,2020,Psychostimulants with abuse potential (T43.6),543
WV,2020,Methadone (T40.3),31
WV,2020,"Opioids (T40.0-T40.4,T40.6)",964
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",954
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",263
WV,2020,"Opioids (T40.0-T40.4,T40.6)","1,137"
WV,2020,Psychostimulants with abuse potential (T43.6),629
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",311
WV,2020,Methadone (T40.3),36
WV,2020,Number of Deaths,"25,648"
WV,2020,Number of Drug Overdose Deaths,"1,331"
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,125"
WV,2020,Psychostimulants with abuse potential (T43.6),422
WV,2020,Methadone (T40.3),12
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",679
WV,2020,"Opioids (T40.0-T40.4,T40.6)",693
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",183
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",667
WV,2020,Psychostimulants with abuse potential (T43.6),400
WV,2020,"Opioids (T40.0-T40.4,T40.6)",682
WV,2020,Methadone (T40.3),14
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",180
WV,2020,Psychostimulants with abuse potential (T43.6),531
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",249
WV,2020,Methadone (T40.3),27
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",923
WV,2020,"Opioids (T40.0-T40.4,T40.6)",933
WV,2020,"Opioids (T40.0-T40.4,T40.6)",896
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",887
WV,2020,Psychostimulants with abuse potential (T43.6),524
WV,2020,Methadone (T40.3),24
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",239
WV,2020,Psychostimulants with abuse potential (T43.6),420
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",687
WV,2020,"Opioids (T40.0-T40.4,T40.6)",700
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187
WV,2020,Methadone (T40.3),14
WV,2020,"Opioids (T40.0-T40.4,T40.6)",827
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",224
WV,2020,Methadone (T40.3),22
WV,2020,Psychostimulants with abuse potential (T43.6),487
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",817
WV,2020,"Opioids (T40.0-T40.4,T40.6)","1,094"
WV,2020,Psychostimulants with abuse potential (T43.6),599
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,082"
WV,2020,Methadone (T40.3),34
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",305
WV,2020,Psychostimulants with abuse potential (T43.6),576
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,044"
WV,2020,"Opioids (T40.0-T40.4,T40.6)","1,053"
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",302
WV,2020,Methadone (T40.3),33
WV,2020,Psychostimulants with abuse potential (T43.6),566
WV,2020,"Opioids (T40.0-T40.4,T40.6)","1,026"
WV,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",287
WV,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,016"
WV,2020,Methadone (T40.3),34
WV,2021,Psychostimulants with abuse potential (T43.6),789
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,336"
WV,2021,Other natural & semi-synthetic opioids,296
WV,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,263"
WV,2021,Methadone (T40.3),37
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,325"
WV,2022,Heroin ,38
WV,2021,Cocaine,161
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",324
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,275"
WV,2021,Psychostimulants with abuse potential (T43.6),815
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",279
WV,2021,Number of Drug Overdose Deaths,"1,539"
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,283"
WV,2021,Methadone (T40.3),30
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,243"
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,250"
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",234
WV,2021,Psychostimulants with abuse potential (T43.6),838
WV,2021,Methadone (T40.3),27
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",317
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,233"
WV,2021,Psychostimulants with abuse potential (T43.6),691
WV,2021,Methadone (T40.3),36
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,222"
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,194"
WV,2021,Psychostimulants with abuse potential (T43.6),663
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,182"
WV,2021,Methadone (T40.3),35
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",313
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,263"
WV,2021,Methadone (T40.3),30
WV,2021,Psychostimulants with abuse potential (T43.6),790
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,255"
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",287
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,266"
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,257"
WV,2021,Psychostimulants with abuse potential (T43.6),778
WV,2021,Methadone (T40.3),32
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,283"
WV,2021,Psychostimulants with abuse potential (T43.6),737
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,272"
WV,2021,Methadone (T40.3),36
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",325
WV,2021,Psychostimulants with abuse potential (T43.6),784
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,280"
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,290"
WV,2021,Methadone (T40.3),33
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",301
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",241
WV,2021,Methadone (T40.3),28
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,270"
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,276"
WV,2021,Psychostimulants with abuse potential (T43.6),857
WV,2021,Number of Deaths,"29,038"
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,271"
WV,2021,Methadone (T40.3),27
WY,2019,Heroin ,10
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",249
WV,2021,Psychostimulants with abuse potential (T43.6),838
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,279"
WV,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,261"
WV,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",266
WV,2021,Methadone (T40.3),27
WY,2020,Heroin ,13
WV,2021,Psychostimulants with abuse potential (T43.6),825
WV,2021,"Opioids (T40.0-T40.4,T40.6)","1,269"
